,Unnamed: 0,정류소명,정류소번호,권역,행정동명,엑스좌표,경도,와이좌표,위도,노선번호,totalPsocAvg,정상노선번호,평일배차간격(분),토요일배차간격(분),공휴일배차간격(분),일평균승차건수,평균배차간격,대기시간,버스정류소 이용량,scaled 버스정류소 이용량,버스정류소 번호 별 총 이용량,scaled 버스정류소 번호 별 총 이용량,ped_count_within_500m
44,44,GS칼텍스,89220,서구,신현원창동,168271.806,126.6419451,445053.3916,37.50715296,9,50.65384615384615,9,16-21,21-26,23-29,50.65384615384615,18.5,9.25,468.5480769230769,0.0176508302182039,748.3481125356125,0.0380566847445569,2153
45,45,GS칼텍스주유소,39814,남동구,만수4동,176630.3909,126.7366717,438993.6039,37.45280466,538,36.5,538,8-10,10-14,12-16,36.5,9.0,4.5,164.25,0.0061875163000956,164.25,0.0083528111644646,107054
46,46,HD현대인프라코어,36081,동구,화수2동,167149.7465,126.6293604,442692.6718,37.48584403,15,134.0,15,8-11,11-14,12-16,134.0,9.5,4.75,636.5,0.0239778028919991,636.5,0.0323687324577274,24057
47,47,HD현대인프라코어,36083,동구,화수2동,167176.9898,126.6296671,442724.1274,37.48612841,506,252.3846153846154,506,13-17,16-21,18-24,252.3846153846154,15.0,7.5,1892.8846153846157,0.071307485003912,1415.4608262108263,0.0719822039088955,21267
48,48,HD현대인프라코어후문,36078,동구,만석동,166742.1228,126.624745,442839.2672,37.48715022,506,272.6923076923077,506,13-17,16-21,18-24,272.6923076923077,15.0,7.5,2045.192307692308,0.0770451186646961,1658.656339031339,0.0843497302080424,21107
49,49,HD현대인프라코어후문,36077,동구,만석동,166668.7005,126.6239158,442819.5714,37.48697011,15,163.33333333333334,15,8-11,11-14,12-16,163.33333333333334,9.5,4.75,775.8333333333334,0.0292266751668646,775.8333333333334,0.0394544251350408,20023
50,50,JC회관,37383,미추홀구,주안1동,171169.3773,126.6749035,440270.1874,37.46415215,81,670.0769230769231,81,16-23,22-30,22-30,670.0769230769231,19.5,9.75,6533.25,0.2461162305485525,5368.709134615385,0.273021696184953,499097
51,51,JST기술연구소,89491,서구,오류동,165989.4172,126.6156641,455131.7833,37.59787488,1,179.46153846153845,1,12-17,12-17,12-17,179.46153846153845,14.5,7.25,1301.0961538461538,0.0490140253267263,1816.293269230769,0.0923662386433649,846
52,52,JST기술연구소,89492,서구,오류동,166013.4698,126.6159366,455127.5869,37.59783796,1,263.1923076923077,1,12-17,12-17,12-17,263.1923076923077,14.5,7.25,1908.1442307692307,0.0718823350430322,2059.2403846153848,0.104721132876297,841
53,53,KCC아파트,42391,서구,당하동,171455.6291,126.6776012,454089.4663,37.58867003,1,480.88461538461536,1,12-17,12-17,12-17,480.88461538461536,14.5,7.25,3486.413461538461,0.1313378394042134,2997.350961538461,0.1524280461208962,66903
54,54,KG스틸,42008,서구,가좌1동,170989.9158,126.6728023,442112.7867,37.48074812,7,242.3846153846154,7,17-23,21-29,24-33,242.3846153846154,20.0,10.0,2423.846153846154,0.0913095134602567,3847.317165242165,0.1956524430506612,47255
55,55,KT부평지사,40381,부평구,부평3동,174419.6215,126.7114895,444653.4019,37.50374028,103,508.0,103,9-12,12-15,13-17,508.0,10.5,5.25,2667.0,0.1004694427540641,4258.724358974359,0.2165742488402948,146670
56,56,KT부평지사,40384,부평구,산곡4동,174481.1491,126.7121846,444672.392,37.50391309,103,475.3076923076923,103,9-12,12-15,13-17,475.3076923076923,10.5,5.25,2495.3653846153848,0.0940037381552638,3806.447008547008,0.1935740217347603,151471
57,57,KT서인천지사,42932,서구,연희동,170998.7452,126.6726312,448969.5708,37.5425268,66,401.3076923076923,66,14-19,19-25,20-28,401.3076923076923,16.5,8.25,3310.788461538461,0.1247218117012953,1824.4759615384612,0.0927823633536424,129936
58,58,KT서인천지사,42933,서구,연희동,170988.0122,126.6725097,448971.2655,37.54254173,17,599.1153846153846,17,16-21,20-27,23-30,599.1153846153846,18.5,9.25,5541.817307692308,0.2087676403257121,3211.1730769230767,0.1633018102158371,128337
59,59,KT온수분국,43523,강화군,길상면,154369.9849,126.4838046,459766.6094,37.63912861,71,165.76923076923077,71,30-45,40-55,40-55,165.76923076923077,37.5,18.75,3108.173076923077,0.1170890202555855,2753.8461538461543,0.1400447908618818,98
60,60,KT인천공항지사,35109,중구,운서동,154855.7604,126.4903052,443588.4114,37.49339475,223,327.9259259259259,223,20-27,27-36,27-36,327.9259259259259,23.5,11.75,3853.1296296296296,0.1451525259647778,1662.32208994709,0.0845361492349844,51474
61,61,KT인천공항지사,35095,중구,운서동,154875.6093,126.4905408,443406.849,37.4917599,223,300.8888888888889,223,20-27,27-36,27-36,300.8888888888889,23.5,11.75,3535.444444444445,0.1331849018452513,1913.1068376068376,0.0972896204077685,48699
